,State_Code,State_Name,Crash_ID,Count_Non_Motorists,Count_Vehicles_Total,Count_Vehicle_Forms,Count_PVH_Involved,Count_Occupants_MV,City_Name,Month_Name,Day_of_Month,Day_of_Week,Crash_Hour,Crash_Minute,Area_Rural_Urban,Road_Functional_Class,On_NHS_Road,Latitude,Longitude,Intersection_Type,Light_Condition,Weather_Condition,Notif_Hour,Notif_Minute,Arrival_Hour,Arrival_Minute,Hospital_Hour,Hospital_Minute,Fatalities_Count,Clean_Light_Condition,Clean_Weather_Condition,Total_Killed,Total_Alive,Fatal_Seats_List,Killed_Restraint_List,Any_Driver_Drinking,Total_Drinking_Drivers,Driver_License_Category,Driver_Max_Prev_Accident_Count,Driver_Max_Prev_Speeding_Count,Max_Driver_Age,Min_Driver_Age,Driver_Sex_List,Total_Exceeding_Limit_Vehicles,Total_Too_Fast_Vehicles,Max_Vehicle_Type_Severity_5,Max_Vehicle_Damage_Rank,Max_Harmful_Event_Severity,Crash_Road_Surface_Condition,Crash_Horizontal_Alignment,Crash_Vertical_Profile,Crash_Impairment_Category,Crash_Vehicle_Defect
12676,17,Illinois,170142,0,2,2,0,4,SOUTH HOLLAND,February,19,Sunday,3,19,Urban,High Speed (Arterial),Yes,41.60476111,-87.58313889,Non-Intersection,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,2,Dark - Lighted,Clear,2,2,"['Driver', 'Rear_Seat']","['None_Used', 'None_Used']",0,0,Valid,0.0,0.0,998.0,29.0,"['Male', 'Other']",3,0,2,4,5,Dry,Straight,Level,Lowest,No
12677,17,Illinois,170143,0,2,2,0,3,NOT APPLICABLE,February,19,Sunday,8,55,Rural,Low Speed (Local),No,40.83933056,-89.35551667,Complex/Circle,Daylight,Clear,8:00am-8:59am,55,9:00am-9:59am,2,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,2,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,87.0,19.0,"['Female', 'Male']",3,0,3,4,5,Dry,Straight,Level,Lowest,No
12678,17,Illinois,170144,0,1,1,0,1,CHICAGO,February,19,Sunday,21,5,Urban,Medium Speed (Collector),No,41.98305833,-87.78671667,Non-Intersection,Dark - Not Lighted,Clear,9:00pm-9:59pm,Unknown,9:00pm-9:59pm,10,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,29.0,29.0,['Female'],1,0,2,4,3,Dry,Straight,Level,Lowest,No
12679,17,Illinois,170146,1,1,1,0,1,CHICAGO,February,20,Monday,14,21,Urban,Medium Speed (Collector),No,41.86760833,-87.62574167,Complex/Circle,Daylight,Clear,2:00pm-2:59pm,Unknown,2:00pm-2:59pm,27,2:00pm-2:59pm,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,21.0,21.0,['Male'],0,0,3,1,4,Dry,Straight,Level,Lowest,No
12680,17,Illinois,170147,0,2,2,0,2,FAIRVIEW HEIGHTS,February,20,Monday,15,57,Urban,Medium Speed (Collector),No,38.58419722,-90.03725556,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,57,4:00pm-4:59pm,6,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,1.0,0.0,49.0,22.0,"['Female', 'Male']",0,0,3,4,5,Dry,Curve,Grade/Hillcrest,Medium,No
12681,17,Illinois,170148,0,1,1,0,1,HARRISTOWN,February,21,Tuesday,1,15,Urban,High Speed (Arterial),Yes,39.84136667,-89.04705278,Non-Intersection,Dark - Not Lighted,Clear,1:00am-1:59am,17,1:00am-1:59am,25,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,0.0,0.0,40.0,40.0,['Male'],0,0,3,4,3,Dry,Curve,Level,Lowest,No
12682,17,Illinois,170149,0,1,1,0,1,NOT APPLICABLE,February,21,Tuesday,5,5,Urban,Low Speed (Local),No,42.41986111,-89.09906111,Non-Intersection,Dark - Not Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,1.0,0.0,39.0,39.0,['Male'],0,0,3,3,3,Dry,Straight,Level,Lowest,No
12683,17,Illinois,170150,0,2,2,0,2,SOUTH HOLLAND,February,21,Tuesday,5,46,Urban,High Speed (Arterial),Yes,41.60079444,-87.60638611,Non-Intersection,Dark - Lighted,Clear,5:00am-5:59am,46,5:00am-5:59am,50,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,27.0,23.0,"['Female', 'Male']",1,0,5,4,5,Dry,Straight,Level,Lowest,No
12684,17,Illinois,170152,1,2,2,0,1,BOLINGBROOK,February,22,Wednesday,4,52,Urban,Medium Speed (Collector),No,41.69205556,-88.04540278,Non-Intersection,Dark - Not Lighted,Rain,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Rain/Wind/Minor,0,1,[],[],0,0,Valid,0.0,0.0,37.0,37.0,['Male'],0,0,3,4,5,Wet/Standing Water,Straight,Level,Lowest,No
12685,17,Illinois,170153,1,1,1,0,1,STREATOR,February,23,Thursday,18,11,Urban,High Speed (Arterial),Yes,41.142025,-88.83570833,Non-Intersection,Dark - Not Lighted,Clear,6:00pm-6:59pm,12,6:00pm-6:59pm,15,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,0,1,[],[],0,0,Valid,0.0,0.0,69.0,69.0,['Male'],0,0,2,4,4,Dry,Straight,Level,Lowest,No
12686,17,Illinois,170154,0,1,1,0,1,NOT APPLICABLE,February,24,Friday,6,6,Urban,High Speed (Arterial),Yes,38.43938611,-89.14565556,Non-Intersection,Dawn,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Twilight,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,25.0,25.0,['Female'],0,0,3,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
12687,17,Illinois,170155,0,1,1,0,4,NOT APPLICABLE,February,24,Friday,9,10,Rural,High Speed (Arterial),Yes,39.062475,-88.68525,Non-Intersection,Daylight,Clear,9:00am-9:59am,10,9:00am-9:59am,11,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,3,['Rear_Seat'],['Shoulder_Lapbelt'],0,0,Invalid,0.0,2.0,59.0,59.0,['Male'],0,0,3,4,3,Dry,Straight,Level,Medium,No
12688,17,Illinois,170156,1,1,1,0,1,OAK PARK,February,24,Friday,23,17,Urban,High Speed (Arterial),Yes,41.87981667,-87.804675,Complex/Circle,Dark - Lighted,Snow,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Snow/Ice/Severe,0,0,[],[],0,0,Invalid,0.0,0.0,998.0,998.0,['Other'],0,0,4,0,4,Icy/Snowy,Straight,Level,Lowest,No
12689,17,Illinois,170157,1,1,1,0,1,NOT APPLICABLE,February,25,Saturday,0,45,Urban,High Speed (Arterial),Yes,42.0692,-87.86689444,Non-Intersection,Dark - Not Lighted,Snow,0:00am-0:59am,48,0:00am-0:59am,59,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Snow/Ice/Severe,0,1,[],[],0,0,Valid,0.0,0.0,63.0,63.0,['Male'],0,0,4,3,4,Icy/Snowy,Straight,Level,Lowest,No
12690,17,Illinois,170158,0,2,2,0,2,MOUNT PROSPECT,February,25,Saturday,5,45,Urban,Medium Speed (Collector),No,42.03569444,-87.960675,Complex/Circle,Dark - Lighted,Clear,5:00am-5:59am,49,5:00am-5:59am,54,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,1.0,55.0,20.0,"['Female', 'Male']",0,0,4,4,5,Wet/Standing Water,Straight,Level,Lowest,No
12691,17,Illinois,170159,1,1,1,0,1,HAZEL CREST,February,25,Saturday,11,5,Urban,Low Speed (Local),No,41.58202222,-87.66908333,Non-Intersection,Daylight,Clear,11:00am-11:59am,5,11:00am-11:59am,8,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,38.0,38.0,['Male'],0,0,4,2,4,Dry,Straight,Level,Lowest,No
12692,17,Illinois,170160,0,1,1,0,2,BRADLEY,February,25,Saturday,16,26,Urban,Medium Speed (Collector),No,41.17742222,-87.82301944,Non-Intersection,Daylight,Clear,4:00pm-4:59pm,26,4:00pm-4:59pm,36,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Front_Passenger'],['Shoulder_Lapbelt'],1,1,Valid,0.0,1.0,28.0,28.0,['Male'],2,0,2,4,3,Dry,Straight,Level,Lowest,No
12693,17,Illinois,170161,0,2,2,0,3,BELLWOOD,February,25,Saturday,19,31,Urban,High Speed (Arterial),Yes,41.8724,-87.88283333,Simple Junction,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,2,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,0.0,0.0,55.0,44.0,"['Male', 'Male']",2,0,3,4,5,Dry,Straight,Level,Lowest,No
12694,17,Illinois,170162,0,1,1,0,2,CHICAGO,February,26,Sunday,5,9,Urban,High Speed (Arterial),Yes,41.79781389,-87.63091944,Non-Intersection,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,1,['Front_Passenger'],['Shoulder_Lapbelt'],1,1,Invalid,1.0,1.0,37.0,37.0,['Male'],0,0,3,4,3,Dry,Straight,Level,Lowest,No
12695,17,Illinois,170163,0,2,2,0,3,QUINCY,February,26,Sunday,17,23,Urban,Medium Speed (Collector),No,39.92936944,-91.39647778,Complex/Circle,Daylight,Clear,5:00pm-5:59pm,25,5:00pm-5:59pm,28,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,2,['Driver'],['None_Used'],0,0,Invalid,1.0,2.0,46.0,30.0,"['Male', 'Male']",1,0,5,4,5,Dry,Straight,Level,Lowest,No
12696,17,Illinois,170164,0,2,2,0,2,CRYSTAL LAKE,February,27,Monday,20,12,Urban,High Speed (Arterial),Yes,42.24788889,-88.40302222,Complex/Circle,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,62.0,19.0,"['Female', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
12697,17,Illinois,170166,0,1,1,0,1,NOT APPLICABLE,March,1,Wednesday,13,48,Rural,Medium Speed (Collector),No,39.70135278,-90.26713611,Simple Junction,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,96.0,96.0,['Female'],0,0,2,4,2,Dry,Straight,Level,Lowest,No
12698,17,Illinois,170167,1,1,1,0,1,LYONS,March,1,Wednesday,14,3,Urban,High Speed (Arterial),Yes,41.81959722,-87.82140278,Complex/Circle,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,58.0,58.0,['Male'],0,0,3,1,4,Dry,Straight,Level,Lowest,No
12699,17,Illinois,170168,0,1,1,0,2,BARRINGTON,March,2,Thursday,10,36,Urban,High Speed (Arterial),Yes,42.14608889,-88.13595278,Non-Intersection,Daylight,Cloudy,10:00am-10:59am,38,10:00am-10:59am,40,Not Applicable (Not Transported),Not Applicable (Not Transported),2,Daylight,Reduced Visibility,2,0,"['Driver', 'Front_Passenger']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt']",0,0,Valid,0.0,0.0,85.0,85.0,['Male'],2,0,2,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
12700,17,Illinois,170170,0,2,2,0,2,NOT APPLICABLE,March,2,Thursday,21,12,Urban,Medium Speed (Collector),No,38.77073056,-89.714275,Non-Intersection,Dark - Not Lighted,Rain,9:00pm-9:59pm,13,9:00pm-9:59pm,21,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Rain/Wind/Minor,1,1,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,0.0,1.0,21.0,18.0,"['Male', 'Male']",0,0,2,4,5,Wet/Standing Water,Straight,Level,Lowest,No
12701,17,Illinois,170171,0,1,1,0,1,OAK FOREST,March,3,Friday,1,29,Urban,High Speed (Arterial),Yes,41.60630556,-87.736475,Non-Intersection,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,42.0,42.0,['Male'],0,0,3,4,3,Dry,Straight,Level,Lowest,No
12702,17,Illinois,170172,0,1,1,0,1,SPRINGFIELD,March,3,Friday,2,58,Urban,Medium Speed (Collector),No,39.72035,-89.58083611,Non-Intersection,Dark - Not Lighted,Clear,2:00am-2:59am,7,2:00am-2:59am,15,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,42.0,42.0,['Male'],0,0,2,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
12703,17,Illinois,170173,0,4,4,0,9,NOT APPLICABLE,March,4,Saturday,14,38,Urban,High Speed (Arterial),Yes,38.61082222,-89.98508056,Complex/Circle,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,8,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,79.0,24.0,"['Male', 'Male', 'Male', 'Female']",0,0,5,4,5,Dry,Straight,Grade/Hillcrest,Lowest,No
12704,17,Illinois,170174,0,2,2,0,5,NOT APPLICABLE,March,4,Saturday,20,37,Rural,High Speed (Arterial),Yes,40.14481389,-91.22412778,Complex/Circle,Dark - Lighted,Clear,8:00pm-8:59pm,42,8:00pm-8:59pm,56,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,4,['Driver'],['None_Used'],1,1,Valid,0.0,1.0,47.0,27.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
12705,17,Illinois,170175,0,2,2,0,2,NOT APPLICABLE,March,5,Sunday,4,52,Rural,High Speed (Arterial),Yes,39.92054722,-89.04623611,Non-Intersection,Dark - Not Lighted,Clear,4:00am-4:59am,52,4:00am-4:59am,56,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,78.0,30.0,"['Male', 'Male']",0,0,4,4,5,Dry,Straight,Level,Lowest,No
12706,17,Illinois,170176,0,2,2,0,3,NOT APPLICABLE,March,5,Sunday,9,6,Urban,Medium Speed (Collector),No,42.10656944,-88.49601944,Non-Intersection,Daylight,Clear,9:00am-9:59am,6,9:00am-9:59am,18,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,2,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,1.0,0.0,80.0,60.0,"['Male', 'Male']",2,0,3,4,5,Icy/Snowy,Straight,Level,Lowest,No
12707,17,Illinois,170177,1,1,1,0,1,NOT APPLICABLE,March,5,Sunday,23,4,Urban,Medium Speed (Collector),No,41.63701944,-87.53033611,Non-Intersection,Dark - Not Lighted,Rain,11:00pm-11:59pm,7,11:00pm-11:59pm,13,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Rain/Wind/Minor,0,1,[],[],0,0,Valid,0.0,0.0,21.0,21.0,['Female'],0,0,2,4,4,Wet/Standing Water,Straight,Level,Lowest,No
12708,17,Illinois,170178,0,2,2,0,3,RIVERSIDE,March,5,Sunday,18,42,Urban,High Speed (Arterial),Yes,41.829825,-87.82895,Non-Intersection,Dark - Not Lighted,Clear,6:00pm-6:59pm,43,6:00pm-6:59pm,45,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,2,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,70.0,41.0,"['Male', 'Male']",0,0,2,4,5,Dry,Straight,Level,Lowest,No
12709,17,Illinois,170179,0,2,2,0,6,ROCKFORD,March,6,Monday,11,17,Urban,High Speed (Arterial),Yes,42.27972778,-89.08865278,Complex/Circle,Daylight,Clear,11:00am-11:59am,17,11:00am-11:59am,24,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,5,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,56.0,49.0,"['Female', 'Male']",0,0,2,4,5,Dry,Straight,Level,Lowest,No
12710,17,Illinois,170180,0,1,1,0,2,NOT APPLICABLE,March,6,Monday,15,47,Rural,High Speed (Arterial),Yes,42.453875,-90.46446389,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,48,3:00pm-3:59pm,58,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Rear_Seat'],['Child_Safety'],1,1,Valid,0.0,0.0,34.0,34.0,['Female'],0,0,3,4,3,Dry,Straight,Level,Lowest,No
12711,17,Illinois,170181,1,2,2,0,1,NOT APPLICABLE,March,6,Monday,17,7,Rural,High Speed (Arterial),Yes,40.22092222,-88.18255,Non-Intersection,Daylight,Clear,5:00pm-5:59pm,7,5:00pm-5:59pm,10,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,23.0,23.0,['Male'],1,0,3,4,5,Dry,Straight,Level,Lowest,Yes
12712,17,Illinois,170182,0,2,2,0,3,NOT APPLICABLE,March,7,Tuesday,5,15,Rural,Medium Speed (Collector),No,41.22737778,-88.071225,Non-Intersection,Dark - Not Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,2,Dark - Unlighted,Clear,2,1,"['Driver', 'Front_Passenger']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt']",0,0,Valid,0.0,1.0,47.0,21.0,"['Male', 'Male']",1,0,3,4,5,Dry,Straight,Level,Lowest,No
12713,17,Illinois,170183,0,1,1,0,2,FLOSSMOOR,March,7,Tuesday,22,47,Urban,Medium Speed (Collector),No,41.52811944,-87.68537222,Non-Intersection,Dark - Not Lighted,Clear,10:00pm-10:59pm,48,10:00pm-10:59pm,55,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,1,['Front_Passenger'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,45.0,45.0,['Female'],0,0,2,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
12714,17,Illinois,170184,0,1,1,0,1,NOT APPLICABLE,March,7,Tuesday,23,41,Rural,Low Speed (Local),No,42.30005278,-89.72329722,Non-Intersection,Dark - Not Lighted,Clear,11:00pm-11:59pm,47,0:00am-0:59am,3,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Invalid,2.0,2.0,26.0,26.0,['Female'],0,0,3,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
12715,17,Illinois,170185,1,1,1,0,1,NILES,March,9,Thursday,8,25,Urban,High Speed (Arterial),Yes,42.04805,-87.83272778,Complex/Circle,Daylight,Cloudy,8:00am-8:59am,25,8:00am-8:59am,29,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Reduced Visibility,0,1,[],[],0,0,Valid,0.0,0.0,57.0,57.0,['Male'],0,0,1,2,4,Dry,Straight,Level,Lowest,No
12716,17,Illinois,170186,1,1,1,0,1,CHICAGO,March,9,Thursday,18,16,Urban,Medium Speed (Collector),No,41.82818889,-87.68441111,Non-Intersection,Dark - Not Lighted,Rain,6:00pm-6:59pm,16,6:00pm-6:59pm,20,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Rain/Wind/Minor,0,1,[],[],0,0,Valid,0.0,0.0,47.0,47.0,['Male'],0,0,3,1,4,Wet/Standing Water,Straight,Level,Lowest,No
12717,17,Illinois,170187,0,1,1,0,2,NOT APPLICABLE,March,10,Friday,10,8,Rural,High Speed (Arterial),Yes,38.49141389,-89.59868333,Non-Intersection,Daylight,Clear,10:00am-10:59am,8,10:00am-10:59am,20,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Front_Passenger'],['None_Used'],0,0,Invalid,2.0,0.0,31.0,31.0,['Male'],0,0,2,4,3,Dry,Straight,Level,Lowest,No
12718,17,Illinois,170188,0,1,1,0,3,NOT APPLICABLE,March,10,Friday,20,21,Rural,High Speed (Arterial),Yes,37.94456944,-89.768475,Non-Intersection,Dark - Not Lighted,Clear,8:00pm-8:59pm,22,8:00pm-8:59pm,27,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,2,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,38.0,38.0,['Female'],0,0,2,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
12719,17,Illinois,170189,0,1,1,0,1,NOT APPLICABLE,March,11,Saturday,7,37,Rural,Medium Speed (Collector),No,39.86391389,-88.31043889,Non-Intersection,Dawn,Clear,7:00am-7:59am,40,7:00am-7:59am,51,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Twilight,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,2.0,36.0,36.0,['Female'],0,0,2,4,3,Dry,Straight,Level,Lowest,No
12720,17,Illinois,170190,1,1,1,0,1,BARTLETT,March,11,Saturday,19,7,Urban,High Speed (Arterial),Yes,42.002475,-88.17903611,Non-Intersection,Dark - Not Lighted,Clear,7:00pm-7:59pm,8,7:00pm-7:59pm,12,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,0,1,[],[],0,0,Invalid,0.0,0.0,998.0,998.0,['Other'],0,0,1,0,4,Dry,Straight,Level,Lowest,No
12721,17,Illinois,170191,0,1,1,0,1,DAVIS JUNCTION,March,12,Sunday,3,8,Rural,Medium Speed (Collector),No,42.10153056,-89.09555556,Non-Intersection,Dark - Not Lighted,Clear,3:00am-3:59am,8,3:00am-3:59am,20,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,46.0,46.0,['Male'],0,0,5,4,3,Wet/Standing Water,Straight,Level,Lowest,No
12722,17,Illinois,170192,0,2,2,0,2,NOT APPLICABLE,March,14,Tuesday,7,42,Rural,Medium Speed (Collector),No,40.22911944,-89.82547222,Non-Intersection,Daylight,Clear,7:00am-7:59am,42,7:00am-7:59am,55,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,57.0,56.0,"['Female', 'Male']",0,0,4,4,5,Dry,Curve,Grade/Hillcrest,Lowest,No
12723,17,Illinois,170193,0,2,2,0,2,NOT APPLICABLE,March,15,Wednesday,6,25,Urban,High Speed (Arterial),Yes,41.55913889,-88.07050833,Non-Intersection,Dawn,Clear,6:00am-6:59am,30,6:00am-6:59am,40,Unknown,Unknown EMS Hospital Arrival Time,1,Twilight,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,75.0,29.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Grade/Hillcrest,Lowest,No
12724,17,Illinois,170194,0,4,4,0,4,CHICAGO,March,16,Thursday,13,40,Urban,High Speed (Arterial),Yes,41.86632222,-87.71188056,Non-Intersection,Daylight,Clear,1:00pm-1:59pm,41,1:00pm-1:59pm,50,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,3,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,65.0,48.0,"['Female', 'Female', 'Male', 'Male']",0,0,4,4,5,Dry,Straight,Level,Lowest,No
12725,17,Illinois,170195,1,1,1,0,2,CICERO,March,17,Friday,13,33,Urban,Medium Speed (Collector),No,41.8356,-87.75364722,Simple Junction,Daylight,Clear,1:00pm-1:59pm,33,1:00pm-1:59pm,34,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,0,2,[],[],0,0,Valid,0.0,0.0,48.0,48.0,['Male'],0,0,3,1,4,Dry,Straight,Level,Lowest,No
12726,17,Illinois,170196,0,2,2,0,4,BEDFORD PARK,March,17,Friday,22,50,Urban,High Speed (Arterial),Yes,41.77466667,-87.80237222,Non-Intersection,Dark - Lighted,Clear,10:00pm-10:59pm,52,10:00pm-10:59pm,55,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,3,['Front_Passenger'],['Shoulder_Lapbelt'],1,2,Valid,0.0,0.0,75.0,23.0,"['Male', 'Male']",2,0,2,4,5,Dry,Straight,Level,Lowest,No
12727,17,Illinois,170197,0,2,2,0,6,DOLTON,March,18,Saturday,4,30,Urban,High Speed (Arterial),Yes,41.62265833,-87.60743611,Complex/Circle,Dark - Lighted,Clear,4:00am-4:59am,32,4:00am-4:59am,35,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,5,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,23.0,19.0,"['Female', 'Female']",0,0,2,4,5,Dry,Straight,Level,Lowest,No
12728,17,Illinois,170198,0,3,3,0,4,NOT APPLICABLE,March,19,Sunday,8,18,Rural,High Speed (Arterial),Yes,41.32379167,-87.88147778,Complex/Circle,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,2,Daylight,Clear,2,2,"['Driver', 'Front_Passenger']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt']",0,0,Valid,0.0,0.0,69.0,62.0,"['Male', 'Female', 'Female']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
12729,17,Illinois,170199,1,1,1,0,1,CHICAGO,March,19,Sunday,11,30,Urban,Medium Speed (Collector),No,41.84925833,-87.63189167,Complex/Circle,Daylight,Clear,11:00am-11:59am,Unknown,11:00am-11:59am,40,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,63.0,63.0,['Male'],0,0,3,1,4,Dry,Straight,Level,Lowest,No
